Question,Correct
आर्थिक प्रहरी भन्नाले कसलाई जनाउछ?,लेखापरिक्षक
नेपालको कुन FM Radio ले हरेक नेपाली गीत बजाए बापत अधिकारिक रुपले स्रस्टालाई Royalty दिने गर्दछ ?,Kantipur
हिमालय टेलिभिजनबाट प्रशारण भएको चर्चित रियालिटी शोको ‘दि भ्वाइस अफ नेपाल’-२ का बिजेता को हुन्?,राम लिम्बु
Narayani अञ्चलको सदरमुकाम Birgunj कुन जिल्लामा पर्दछ ?,Parsa
Bhaktapur जिल्लाको सदरमुकाम कुन हो ?,Bhaktapur
चक्राकार नदि भनेर कुन नदि लाई चिनिन्छ ?,Kali Gandaki
ललितपुरको कुम्भेश्वोर मन्दिरको निर्माण कसले गरेका हुन् ?,Jayasthiti Malla
टंकप्रसाद आचार्य कहिले नेपालको प्रधानमन्त्री भए ?,२०१२ माघ १३
 दोस्रो योजनामा कति रकम विनियोजन गरिएको थियो ?,६० करोड
Western Development Region मा नपर्ने अञ्चल कुन हो ?,Narayani
काठमाडौँ महा नगरपालिका के को रुपान्तरित रुप हो जुन 1976 BS मा स्थापना भएको थियो ?,सफाई अड्डा
सन् २००९ को नोबेल शान्ति पुरस्कार बिजेता को हुन् ?,American President Barack Obama
सात पहाडको सहर भनेर कुनलाई चिनिन्छ ?,Rome
चिनिया सम्राटले अरनिकोलाई के पदवी दिएका थिए ?,पाइतस्ते
How many districts were there in Nepal at the time of Bir Sumsher Ja. Ba. Ra.?,35
नेपाल र भारत  बीच कोशी समझौता भएको थियो?,सन् १९५४ अप्रिल २५
Stephen Fleming is related with.... ?,Cricket
भारतको आगरा सहर कुन नदीको किनारमा अबस्तित छ ?,जमुना
In which district does Sabha Pokharai (सभा पोखरी) lies?,Sankhuwasabha
"भू - तत्व, हावा पानी र बनस्पति को आधार मा नेपाल मा पाइने माटो लाई कति भागमा वर्गीकरण गरिएको छ ?",5
Mahakali अञ्चलको सदरमुकाम कुन हो ?,Mahendranagar
पारिजात कुन साहित्यकारको उप-नाम हो ?,बिस्नु कुमारी बाईबा
अाधिकवि भानुभंक्त आचार्य रामायणलाई भोजपुरी भासमा अनुबाद गर्ने व्यक्ति को हुन ?,मुकुन्द आचार्य
When did Aristotle (अरस्तु) died ?,ईसा पूर्व 322
Messi is related with?,Football
गोग्रह बजारलाई बिराटनगर भनि कसले नामकरण गरेका हुन् ?,केशर सम्शेर
द्रब्य शाहले गोरखा जित्नु अगाडी गोरखा को राजा को थिए ?,Man Singh Khadka
पुरुषकर्मचारीले मात्र पाउने विदा कुन हो ?,प्रशुती स्याहार विदा
दैनिक कार्य सम्पादनको  सिलसिलामा आउने समस्याहरु समाधान गर्न व्यवस्थापकले लीने निर्णय लाई  के भनिन्छ?,संचालन निर्णय
What is the height of Mt. Everest?,"8,848 M."
Mid-Western Development Region को सदरमुकाम कुन हो ?,Birendranagar
""" The living lion of Nepal ""   भनेर कसलाई चिनिन्छ ?",अमरसिह थापा
"""कविन्द्र"" भनेर कुन राजालाई चिनिन्छ ?",Pratap Malla
नेपालमा उद्योग कति प्रकारका छन् ?,७
Jumla जिल्लाको सदरमुकाम कुन हो ?,Jumla
Divine Comedy का लेखक को हुन् ?,दाँते
राणाकालमा जिल्लाको प्रमुख प्रसासक को पद के हुन्थ्यो ?,सुब्बा
Galileo ले पता लगाएको ग्रह कुन हो ?,शनी
राप्ती अञ्चलमा कति ओटा जिल्ला हरु छन् ?,5
सबै भन्दा धेरै गा. वी. स. भएको जिल्ला कुन हो ?,Saptari
कुन सभ्यतामा सेनामा प्रतियोगितात्मक प्रणाली अप्नैएको थियो ?,चिनिया सभ्यता
नेपालमा बलौटे माटो कहाँ कहाँ पाइन्छ ?,सबै उत्तर ठिक छ
फिफा वालन डी अवार्ड सन २०१७ जनवरीमा कसलाइ प्रदान गरियो??,क्रिष्टियानो रोनाल्डो
Which is the Capital of Cambodia?,Phnom Penh
इस्ट टिमोर कुन महादेशमा पर्दछ ?,Asia
नेपालमा कुन दिन जैविक विविधता दिवस मनाइन्छ?,२९ December
फेवाताल कुन जिल्लामा रहेको छ ?,Kaski
मुसा कसको बाहन हो ?,श्री गणेश
Abraham Lincoln नाटक हेर्दा हेर्दै कसले गोली हानी मारेका थिए ?,John Wilkes Booth
आधुनिक कर प्रणालीमा सब भन्दा बढी योगदान कुन अर्थशास्त्री को रहेको छ ?,Adam Smith
Which is the Economic Capital (आर्थिक राजधानी) of United States of America?,New York
भारत (India) पत्ता लगाउने Vasco da Gama कुन देशको नागरिक हुन् ?,Portugal
गौरवमय क्रान्ति (Glorious Revolution) पश्चात बेलायत को गद्दी मा को विराजमान भए?,Prince William
कर्मचारी सञ्चय कोषको स्थापना कहिले भएको हो ?,वि.स. २०१९
SAARC सचिवालय कहाँ छ ?,Kathmandu
गंगा जमुना झरना नेपालको कुन जिल्लामा पर्छ?,Dhading
Which is the Zonal Headquarter of Sagarmatha Zone?,Rajbiraj
दुई सिंगे गैंडा Africa मा पाईन्छ भने एक सिंगे गैंडा कहाँ पाईन्छ ?,Nepal and India
नेपालमा ४  भाषा परिवारका कति भाषाहरु  बोलिन्छन ?,७०
सबै भन्दा धेरै मह उत्पादन गर्ने देश कुन हो ?,Kenya
हाम्रो सौर्यमण्डल मा कती ओटा ग्रह हरु छन् ?,8
दुरबिन को प्रयोग गर्ने प्रथम नेपाली राजा को हुन् ?,Pratap Malla
नेपाल खेलकुद परिषद्को स्थापना कति सालमा भएको हो?,बि.सं. 2017
Which country dropped the membership of U.N.O. for the first time?,Indonesia
South America महादेशमा भूपरिबेस्ठित (Landlock) राष्ट्रहरु कति छन् ?,2 Countries
पाँचथरको च्याङथापु देखि बैतडिको झुलाघाट सम्मको मध्यपहाडी मार्गलाई के भनिन्छ?,पुष्पलाल राजमार्ग
निजामति सेवा नियमावली कहिले जारी भएको हो ?,२०५०/०३/२८
South Korea को Mare Foundation ले प्रदान गरेको सन् २०११ को शान्ति पुरस्कार प्राप्त गर्ने नेपालीको हुन् ?,Anuradha Koirala
आर्थिक सर्वेक्षण २०७५/०७६ अनुसार कुल संचालन मा रहेका ३७ सार्बजनिक सस्थां मध्ये कति वटा सस्था नाफा मा छन् ?, २६
सुर्यमा सबैभन्दा बढी कुन तत्वो हुन्छ ?,Hidrogen
Lakhan Thapa ले कुन जिल्लामा बिद्रोह गरेका थिए ?,Gorkha
सिउँडीको बोटलाई कुलदेवताका रूपमा पूजा गर्ने जाति कुन हो?,मेचे
बुद्ध धर्ममा भिक्षु जीवनको सुरुवातलाई के भनिन्छ ?,प्रबज्या
नेपाली सेना र अंग्रेज सेनाको बिचमा कुन ठाउँमा युद्ध भएको थियो ?,मलाउ
जनमत संग्रह गराउने घोसणा कहिले भएको थियो ?,२०३६ जेठ १०
२०१५ को Barcelona र Real Madrid बिचको खेल मा को बिजयी भयो ?,Barcelona
तल दिएका मध्ये कोशी अञ्चलमा पर्ने जिल्ला कुन हो ?,सुनसरी
"कुन महादेश लाई ""हिम चादर""(ice sheet) उपन|मले चिनिन्छ ?",Antarctica
Parbat जिल्लाको सदरमुकाम कुन हो ?,Kusma
How many Nepali got VC on First World War?,2
महात्मा गान्धीको राजनीतिक विचार केंद्रबिन्धु के हो ?,अहिंशा
नेपालको प्रमुख खाधान् बालि कुन हो ?,धान
तल दिएको मध्ये Lumbini अञ्चलमा पर्ने जिल्ला कुन हो ?,Nawalparasi
"गोपाल काल "" बंश "" का बारेमा जानकारी दिने महत्वोपूर्ण स्रोत कुन हो  ?",बसाबली
तल दिएको मध्य कुन जिल्ला कोशी अञ्चलमा पर्दैन ?,Udayapur
Abraham Lincoln belongs to which country?,USA
Which is the Highest Mountain of Africa?,Kilimanjaro
When was the first Census of Nepal taken?,BS 1968
मोतीराम भट्टले भारतमा हुदा प्रकाशीत गरेको पत्रिकाको नाम के थियो ?,गोरखा भारत जीवन
प्रथम योजनामा सबैभन्दा बडी रकम कुन क्षेत्रमा विनियोजन गरिएको थियो ?,यातायात तथा संचार
दसौ योजनाको अन्त्य सम्म मा गरिबी को रेखा  मुनि रहेको जनसंख्या लाई कति प्रतिसत मा झार्ने लक्ष्य राखिएको थियो ?,30
When was Sagarmatha National Park listed in World Heritage Site?,1979 AD
अस्ट्रेलियाको थिङ्क ट्याङ्क इन्स्टिच्युट फर इकोनोमिक्स एन्डपिस (आईईपी) द्वारा जारी विश्व शान्ति सूचकाङ्क २०१९ मा नेपाल कतिऔँ स्थानमा रहेको छ ?, ७६औँ
Dhawalagiri अञ्चलको सदरमुकाम कुन हो ?,Baglung
संसार को सबै भन्दा लामो नदि भनेर कुन लाई चिनिन्छ ?,Nile
पृथ्वीमा पानी को भाग कति प्रतिसत रहेको छ ?,71%
हाल नेपालमा निजामती सेवामा ८० हजार भन्दा बढी कर्मचारी रहेका छन्।ति कर्मचारी मध्ये कति प्रतिसत कर्मचारी उपत्यका भित्रै सेवारत छन् ?,50 %
अमेरिकी गोप्य कुटनैतिक दस्ताबेजलाइ सार्वजनिक गर्ने विकिलिक्स संस्थापक जुलियस अन्साज कुन देशका नागरिक हुन् ?,अष्ट्रेलिया
नेपालको सबभन्दा लामो पुल कुन नदिमा बनेको छ ?,Kankai
Coat (कोट) लगाउने पहिलो राणा प्रधानमन्त्री को हुन् ?,Jung Bahadur
कैदी को रुपमा स्वोर्गिय हुने शाह राजा को हुन् ?,King Rajendra
लिछ्बिकालमा प्रहरी प्रमुखलाई के भनिन्थ्यो ?,दण्डनायक
Computer मा Ctrl + A ले के काम गर्दछ ?,Select All
Sankhuwasabha जिल्लाको सदरमुकाम कुन हो ?,Khandbari
बोधिसत्व अवतार मानिने लिच्छवि राजा को हुन ?,Amshuverma
The Bible of Communism भनेर कुन पुस्तक लाई चिनिन्छ ?,Das Capital
नागरिक बडापत्र कुन मूल सिद्धान्तमा आधारित छ ?,जनताको सर्बभौमसत्ताको सिद्धान्त
झोलुङ्गे पुलको जिल्ला भनेर कुन जिल्लालाई चिनिन्छ ?,Baglung
सर्वप्रथम मदन पुरस्कार पाउने कृति कुन हो ?,मन
सन् १८९३ मा वकालती पेसाकै सिलसिलामा महात्मा गान्धी कुन देश गएका थिए ?,South Africa
रारातालको क्षेत्रफल कति छ ?,११  वर्ग कि.मी
गौतम बुद्धको  देह्त्याग कुन ठाउँमा भएको थियो ?,भारतको कुशीनगर
Langtang राष्ट्रिय निकुञ्जको क्षेत्रफल कति रहेको छ ?,1710 Sq. KM
संसारको सबै भन्दा सुक्खा ठाउँ भनेर कुन ठाउँ लाई चिनिन्छ ?,"Death Valley (California, USA)"
अफ्रीका महादेशको सबै भन्दा ठुलो सहर कुन हो?,Cairo
श्री रामचन्द्र कती बर्षाका लागी बनबास गएका थिए ?,14
मानव शारीरको रक्त संचालन प्रक्रिया कसले पत्ता लगाएका थिए ?,विलियम हर्बो
कर्णाली अञ्चलको सदरमुकाम कुन हो ?,Jumla
Which is the Capital of North Korea?,Pyongyang
पशुपति क्षेत्रले कति भूभाग ओगटेको छ ?,264 हेक्टर
कुन लडाईमा बलभद्रले आफ्नो फौजसहित विरतापुर्बक लडेका थिए ?,नालापानी
"जीवनको अन्तिम समय मा, ७० वर्षको उमेरका सुकरात माथि कति ओटा अभियोग लगाइएको थियो ?",3
नेपालले कस्तो अर्थव्यवस्थालाई अंगालेको छ ?,मिश्रीत अर्थव्यवस्था
हालै प्रकासित तथ्यांक अनुसार नेपालमा कुल बाघ हरु कति छन् ?(Data 2013 AD) ,198
तलका मध्ये कुन प्रजाती स्तनधारी होइन ?,सारस
नेपालमा जैविक विविधता सूचना केन्द्र कहाँ स्थापना गरिएको छ ?,चितवन
Shukla Phant वन्यजन्तु आराक्ष्य क्षेत्रको क्षेत्रफल कति रहेको छ ?,305 Sq. KM
Where is the World's Tallest Building Burj Khalifa Located?,"Dubai, UAE"
"सर्वप्रथम "" महाराजाधिराज "" को पदवी धारण गर्ने राजा को हुन् ?",अंशुबर्मा
नाटक हेर्दा हेर्दै मारिने अमेरिकी रास्ट्रपति को हुन् ?,Abraham Lincoln
कागजको आविस्कार कहाँ भएको थियो ?,China
Killer Mountain भन्नाले कुन हिमाललाई चिनिन्छ ?,Manaslu
तल दिएका मध्ये को राष्ट्रिय बिभुति होइन ?,King Birendra
पृथ्वीनारयण शाहले कहिले काठमाडौँ विजय गरे ?,वि.स.१८२५ आस्विन १३
Andrew Flintoff is related with which sport?,Cricket
Guinness Book of World Records का अनुसार विश्वकै होचो व्यक्तिकै रुपमा नाम लेखाउन सफल चन्द्र बहादुर डाँगीको प्रतिमा कुन देशको Museum मा राखिने भएको छ ?,Malaysia
Nepal visit year 2020 को  मस्कट मा कुन प्रतिक रहेको छ ?,यति
तल दिएका मध्ये कसको युवराज अवस्थामा मृत्यु भएको थियो ?,Trailokya Shah
""" सदा जीवन उच्च विचार "" यो कसको भनाई हो ?",महात्मा गान्धी
Saheed Afridi is related with which sport?,Cricket
जैविक बिबिधता सूचना केन्द्र नेपालको कुन ठाउँ मा स्थापना गरिएको हो ?,चितवन
Jajarkot जिल्लाको सदरमुकाम कुन हो ?,Jajarkot
Which is the Capital of Switzerland?,Bern
योगी नरहरी नाथको बाल्यकालको नाम ___________ हो।,बल बिर सिँह थापा
कार्ल मार्क्सको जन्म कहाँ भएको थियो ?,Germany
नेपाल र भारत बिच बिप्पा (BIPPA) सम्झौता कहिले भएको हो ?,2068 Kartik 4
तीनतिरबाट पानी र एक तिरबाट जमिनले घेरिएको जमिनलाई के भनिन्छ।,प्रायदिप
धरहरा कुन राजाको पालामा बनेको हो ?,King Rajendra
अंशुबर्माको कहिले देहवसान कहिले भयो ?,वि.स.६७८
नेपालमा सर्वप्रथम बजेट कहिले प्रस्तुत् भएको हो ?,वि.स्.२००८ माघ २१
कोतपर्व हुदा नेपालमा को राजा थिए?,राजेन्द्र
कोत पर्व हुदा नेपालको प्रधानमन्त्री को थिए ?,Fathe jung shah
Shanghai Expo 2010 को नारा के थियो ?,"Better City, Better Life"
थारु महिलाको मुख्य पर्व कुन हो ?,जितिय पर्व
संसारको सबै भन्दा शुद्ध पानी को ताल भनेर कुन लाई चिनिन्छ ?,Superior Lake
Who shifted Durbar High School from Narayanihiti and built the current building near Rani Pokhari and started the classes?,Bir Sumsher Ja.Ba.Ra.
नेपालको सबभन्दा ठुलो ताल कुन हो ?,महेन्द्र ताल
Asia बाट अंग्रेज धपाउ भन्ने नारा कुन राजाको हो ?,King Rajendra
सबै भन्दा छिटो सूर्यलाई घुम्ने ग्रह कुन हो ?,Mercury
Illam जिल्लाको सदरमुकाम कुन हो ?,Illam
छोरीलाई बिहेमा चिउरीको बोट दाइजोको रुपमा दिने जाति कुन हो ?,Chepang
सिन्धु घाटीका मानिस हरुको मुख्य पेशा के थियो ?,पशुपालन
सन् २०१४ को FIFA विश्वकप बिजेता कुन राष्ट्र भयो ?,Germany
मानव शरीरको सबैभन्दा सानो हाड कहाँ हुन्छ ?,Ear
"बौद्ध धर्मको प्रसिद्ध स्थान ""बिक्रम्सीला""भारतको कुन राज्यमा पर्दछ ?",Bihar
नेपाली सेना मा कुन दर्जा भन्दा माथिल्लो तहमा बढुवा हुन National Defense Course (NDC) वा War College कोर्स गर्नुपर्ने नियम छ ?,सहायक रथी भन्दा माथि
आधुनिक कालमा कौटिल्यको अर्थसास्त्र को खोज कसले गरेका हुन् ?,डा. शाम सास्त्री
नेपालमा कहिलेदेखि विफर उन्मुलन भएको घोसणा गरियो ?,वि.स.२०३४
Which is the largest Museums (संग्रहालय) in the world?,"British Museum, London"
अन्तराष्ट्रिय जैविक विविधता दिवश कहिले मनाईन्छ?,डिसेम्बर २९
नेपालको सर्बप्रथम निजामती सेवा एन तथा नियामावली कहिले आयो ?,२०१३
Which is the Zonal Headquarter of Mechi Zone?,Illam
प्रकास एक सेकेन्डमा कति दुरी पार गर्छ ?,३ लाख कि.मि
पृथ्वीको धरातल खुम्चिने र फैलने क्रममा प्रसान्त महासागर प्रत्येक वर्ष कती इञ्चका दरले खुम्चिदै गएको छ ?,1 इञ्च
"माथिल्लो Marsyangdi ""A"" Hydro Power Project गण्डकी अंचल को कुन जिल्ला मा निर्माण भइरहेको छ ?",लम्जुंङ
हाम्रो देश नेपाल को कति प्रतिसत भू-भाग संरक्षण क्षेत्रले ओगटेको छ?,18.30 %
कुमेरु महासागर कुन कुन महासागर सँग जोडिएको छ ?,प्रसान्त महासागर र आन्ध्र महासागर
"""Democracy is to the people,by the people and for the people"" यो कसको भनाइ हो ?",Abraham Lincoln
जमिन भासिएर भन्ने खाल्डो लाई वैज्ञानिक भाषामा के भनिन्छ ?,Sink Hole
 २०७३ चैतमा लिइएको माध्यामिक शिक्षा परीक्षा (एसईई)मा नियमिततर्फ कति विद्यार्थी उत्तीर्ण भए ?,चार लाख ४५ हजार ५६४
सबै भन्दा धेरै मदन पुरस्कार पाउने को हुन् ?,सत्यमोहन जोशी
नेपालगन्ज -सुर्खेत मार्गलाई के भनिन्छ ?,Ratna highway
"""AFP"" News Agency कुन देश को अन्तरराष्ट्रिय समाचार सस्था हो?",फ्रान्स
आकस्मिक दुर्घटनाका घाइते तथा बिरामीलाई उपचार गर्ने उद्देश्यले निर्मित राष्ट्रिय ट्रमा सेन्टरको उद्घाटन कहिले गरियो ?,2071 Mangshir 9
कुन माटो मा उर्वरा शक्ति बढी हुन्छ र माटो पनि नरम र मसिलो हुन्छ ?,पाँगो माटो
Who was the first poet of world?,Homer
सर्ब प्रथम चाँदीको मोहर चलाउने राजा को हुन् ?,Mahendra Malla
कालीगण्डकीको लम्बाई कति रहेको छ ?,507 km
नेपालको सबै भन्दा धेरै पानी पर्ने ठाउँ कुन हो ?,Pokhara
टिम्बर कर्पोरेसन कुन मन्त्रालय अन्तरगत पर्दछ ?,वन तथा भू संरक्षण मन्त्रालय
पाच पोखरी दहबाट निस्केको नदि कुन हो ?,इन्द्रावती
गैरआवासीए नेपाल संघ (    ) को कति वटा देशमा समन्वय परिसद गठन गरिएको छ ?,64
European Union को मुद्रालाई के भनिन्छ ?,Euro
सबै भन्दा ठुलो फुल चरा कुन हो ?,Ostrich
आफ्नो अभिलेखमा नेपालको नाम पहिलो पल्ट उल्लेख गर्ने भारतीय राजा को थिए ?,समुन्द्र गुप्ता
डा. शाम सास्त्री ले कौटिल्य को अर्थशास्त्र लाई कहिले Indian Antiquery नामक पत्रिकामा English मा Translate गरि प्रकासित गरेका थिए ?,1905 AD
कौटिल्य को अर्थशास्त्रमा कस्ता बिषय समावेस भएका छन् ?,सबै उत्तर ठिक छन्
मरिचमान शिह श्रेष्ठ कुन सालमा प्रधानमन्त्री नियुक्त भए ?,२०४३
बोसो मा घुल्ने Vitamin हरु कुन कुन हुन् ?,DEK
Australia महादेशको सबै भन्दा अग्लो हिमाल कुन हो ?,Mount Kosciuszko
Confucius का माता को हुन्?,Yan Zhengzai
नेपालका सरकारी कार्यालय तथा चमेना गृहलाई कसले बालश्रम मुक्त क्षेत्र घोषणा गरेका हुन् ?,Chief Secretary Lilamani Poudel
राजा जनकको पुरोहितको नाम के थियो ?,यज्ञबलक्य ऋषि
संबिधानसभा -२ को निर्वाचनमा सबै भन्दा मात ल्याएर िवजयी हुने नेता को हुन् ?,शेरबहादुर देउबा
Rukum जिल्लाको सदरमुकाम कुन हो ?,Musikot
तत्कालिन मिथिला नगर हाल नेपालको कुन ठाउँ मा पर्दछ ?,जनकपुर
नेपालले सबै भन्दा बढी गलैचा कुन देशमा निर्यात गर्छ ?,Germany
Which is the Capital of Ghana?,Accra
कौटिल्य को अर्थशास्त्रको अनुसार राजामा कती प्रकारका मानविय गुण हरु हुनु पर्दछ ?,53
विशव व्यापार संगठनलाई कसको उतराधिकारी सस्था मानिन्छ ?,GATT
नेपाल मा कतिवटा स्थानीय तह रहेका छन् ?, ७५३
नेपालमा द्रविड भाषा परिवार अन्तर्गत बोलिने भाषा कुन हो ?,झाँगड
रतन्धो रोग कुन भिटामिनको कमी ले हुन्छ ?,Vitamin A
इन्धनको प्रयोगबाट निस्केको धुवा आदि  मिसिएर पृथ्वीमा हुने वर्षालाई के भनिन्छ ?,अम्ल वर्षा
६ महिना मा विश्व को ८००० मिटर भन्दा १४ वोटा हिमाल आरोहन गरि किर्तिमान राख्न सफल पर्वतारोही को हुन् ?,निर्मल पुर्जा
मनोरम पर्यटकीय स्थल सौराहा कुन जिल्लामा  पर्द छ ?,Chitwan
ATM कार्ड प्रयोगमा ल्याउँने नेपालको पहिलो बैँक कुन हो ?,Everest Bank
Sagarmatha राष्ट्रिय निकुञ्जको क्षेत्रफल कति रहेको छ ?,1148 Sq. KM
Mahakali अञ्चलमा पर्ने जिल्ला कुन हो ?,Baitadi
Dolpa जिल्लाको सदरमुकाम कुन हो ?,Dunai
Nawalparasi जिल्लाको सदरमुकाम कुन हो ?,Parasi
सन् १९५१ मा नेपाललाई पहिलो पटक बैदेसिक सहायता दिने राष्ट्र कुन हो ?,United States of America
Kelvin को अनुसार पृथ्वीमा प्रत्यक १ KM गहिराई अनुसार कती Centigrade तापक्रम बढदछ ?,30 Centigrade
Dreams from my father पुस्तकका लेखक को हुन् ?,Barack Obama
पृथ्वीको परिधि कति कि. मि. छ ?,"40,000 KM"
Dhanusa जिल्लाको सदरमुकाम कुन हो ?,Janakpur
"""म नै राज्य हु"" (I am the State) यो कसको भनाइ हो ?",Louis XIV
Maria Sharapova खेल संग सम्बन्धित छिन् ?,Tennis
श्रीलंकाको मुख्य निर्यात बस्तु कुन हो ?,चिया
नेपालको औधोगिक राजधानी भनेर कुन सहरलाई चिनिन्छ ?,Biratnagar
भगवान Gautam Buddha को छोरा को नाम के हो ?,Rahul
ECOSCO का कतिवटा समीती छन् ?,4
सबै भन्दा लामो देश कुन हो ?,Chile
पृथ्वीको सबै भन्दा ठुलो भूपरिबेस्ठित (Landlock) राष्ट्र कुन हो ?,Mongolia
सिद्धिनर्शिंग मल्लले बनाएको पाटनको कृष्ण मन्दिरमा कति ओटा गजुर छ ?,21
सुकरात (Socrates) का पिता के पेसा गर्दथे ?,मूर्तिकार
पृथ्वीनारयण शाहको पालामा नेपालको पशिचम सिमाना कहासम्म पुगेको थियो ?,गण्डकी
World Bank को प्रतिबेदन अनुसार 2012 AD मा कुल गार्हस्थ उत्पादन (GDP) को अनुपातमा रेमिटान्स (Remittance) भित्र्याउने मुलुकमा नेपाल विश्वमा तेस्रो स्थानमा पर्यो भने नेपालले (GDP) को अनुपातमा कति प्रतिसत रेमिटान्स (Remittance) देशभित्र भित्राएको थियो?,25 %
धरान - धनकुटा सडक कुन मित्र रास्ट्रको सहयोगमा निर्माण भएको हो ?,United Kingdom
ताज महल कुन नदीको किनार मा छ ?,Yamuna
असलग्न आन्दोलनको पहिलो सम्मेलन कहिले भएको थियो ?,सन् १९६१
क्षेत्रफलको हिसाबमा नेपालको सबै भन्दा सानो जिल्ला भक्तपुरको क्षेत्रफल कती छ ?,११९ वर्ग कि. मी
साहित्यकार पारीजातको वास्तविक नाम विष्णु कुमारी वाईवा हो भने वाल्यकालको नाम के हो ?,छोकु डोल्मा
"सैनिक ऐन २०६३ को परिच्छेद ८, दफा ६७ को (ख) मा कम्तिमा कति जना सेनानी दर्जाका अधिकृत रहेको ""समरी जनरल सैनिक अदालत"" गठन गरिने उल्लेख छ ?",2
८ हजार मिटर भन्दा अग्लो हिमाल नेपालमा कती ओटा छन् ?,8
When did Nelson Mandela died?,"December 5, 2013 AD"
1748 AD मा प्रकासित The Spirit of the Laws का लेखक को हुन् ?,Montesquieu
Which part of the computer is used for calculating and comparing?,ALU
Chitwan जिल्लाको सदरमुकाम कुन हो ?,Bharatpur
विश्वकै सबैभन्दा गहिरो ताल बैकाल ताल कुन देशमा पर्दछ ?,Russia
राष्ट्रपिता भन्नाले कसलाई चिनिन्छ ?,King Tribhuvan
हाल सम्म कति जना नेपाली ले VC प्राप्त गरेका छन्?,13
लाइब्रेरी पर्ब कसको पालामा घटेको थियो ?,Bhim Shamsher
सेतो दरबार कसले निर्माण गराएका हुन् ?,Bir Shumsher
कुन राजा को पालामा बेलायतमा रक्तहीन क्रान्ति भएको थियो?,Charles II
नेपाल अधिराज्यको संविधान २०४७ कहिले घोषणा गरिएको थियो ?,2047/7/23
ढोरपाटन सिकार आराक्ष्यमा कती प्रकारका जीवजन्तु पाइन्छ ?,10
Rasuwa जिल्लाको सदरमुकाम कुन हो ?,Dhunche
अमेरिका कहिले पत्ता लागेको थियो ?,1492 AD
अमेरिकामा दास प्रथाको उन्मुलन कहिले भयो ?,सन् १८६३ जनवरी १
Spinning Jenny मेसिनको आविस्कार कसले गरेका हुन् ?,James Hargreaves
नेपालको मरभुमी भनेर कुन ठाउँ लाई चिनिन्छ ?,Mustang
"France को आर्थिक नीतिको कटु आलोचना गरी लेखिएको ""The administration of the finance of France"" पुस्तकका लेखक को हुन् ?",Jack Nekor
कौटिल्यको अर्थशास्त्र मा राजा मा कस्तो कस्तो गुण हुनु पर्छ भनि चर्चा गरिएको छ ?,सबै उत्तर ठिक छ
पृथ्वीलाई आफ्नो अक्षमा घुम्न कती समय लाग्छ ?,23 Hr 56 Min 4 Sec
नेपालको प्रसिद्ध चिया बगान कहाँ छ ?,Illam
नेपालका सार्वप्रथम महिला वरिष्ठ अधिवक्ता को हुन् ?,शुशिला सिंह
"सापेक्षित घनत्व र उतोलक ""LEAVER"" को सिद्धान्त कसले पत्ता लगाएका हुन् ?",अर्किमिडिज
सौय मण्डलमा सबैभन्दा चम्किलो ग्रह कुन हो ?,Venus
संसारमै सबै भन्दा गहिरो ताल कुन हो ?,Baikal
भानुभक्त को जन्म कहाँ भएको थियो ?,तनहुँ
Who is the writer of the book An Account of Kingdom of Nepal?,F D Hamilton
तलका मध्ये नसर्ने रोग कुन हो ?,माथिका सबै
सप्तकोसीको सबभन्दा ठुलो नदी कुन हो ?,Arun
U.N.O. को स्थापनाका लागि सुझाव दिने व्यक्ति को हुन् ?,Franklin D. Roosevelt
James Watt ले बाफ बाट चल्ने मेसिनको आविस्कार कहिले गरेका थिए ?,1769 AD
वि.सं २०७१ मंसिर १५ देखि सञ्चालनमा आएको नेपाल चीनबीचको व्यापािरक नाका कुन हो ?,Rasuwagadi नाका
४ पटक सम्म फिफा विश्वकप बिजेता बनेको राष्ट्र एउटा जर्मनी हो भने अर्को कुन हो?,Italy
राप्ती अञ्चलमा पर्ने जिल्ला कुन हो ?,Pyuthan
थारु जातिद्वारा बडादशैंमा कृष्णको कथामा आधारित भै गरिने नाचगान के हो ?,सखिया
पृथ्वीको सबै भन्दा ठुलो  महादेश कुन हो?,Asia
राजा जनक कहाँ का राजा थिए ?,मिथिला
Which of the following is not an Output Device in Computer?,Web Cam
 सबै  भन्दा धेरै Coffee उत्पादन गर्ने देश कुन हो ?,Brazil
राणाकालमा पहाडमा प्रत्येक थुमको प्रशासन हेर्न को रहेन व्यवस्था थियो ?,अमाली
पृथ्वीको संरचनामा चट्टानले बनेको खँदिलो भागलाई के भनिन्छ ?,स्थालमण्डल
गौतम बुद्धले कुन ठाउमा तपस्या गरेर ज्ञान प्राप्त गरे ?,भारतको गया
Motiram Bhatta को जन्म कहाँ भएको थियो ?,Kathmandu
नेपाल र भारत बीच रक्सौल-अमलेखगञ्ज पाइपलाइन विस्तार सम्झौतामा कहिले हस्ताक्षर भयो ?,Bhadra 7 2072
सामान्य तपक्रममा पग्लने धातु कुन हो ?,मकरी
दशौ योजना अनुसार आयोजना कार्यक्रमहरु कतिओटा आधारमा प्राथमिकीकरण गरिएका थिए ?,8
Where does Maidi Lake (मैदी ताल) lies?,kaski
बिबकसिल नेपाली दल र साझा पार्टीबीच पार्टी एकता भई बिबकसिल साझा पार्टीको गठन कहिले भयाको हो ?,बि.सं २०७४ साउन ११
